K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
3,bot-metaphysical-themes,bot-reports-others-admire-speaker,83594,7285,0.087,0.05,1.758,0.586,83594,7205,0.086,0.141,-0.496,0.001,0.084,0.088
3,bot-grand-significance,bot-facilitates-violence,74873,112,0.001,0.001,1.751,0.584,74873,110,0.001,0.003,-0.555,0.0,0.001,0.002
3,bot-grand-significance,bot-discourages-violence,74873,431,0.006,0.003,1.748,0.583,74873,429,0.006,0.01,-0.541,0.0,0.005,0.006
3,bot-reports-others-admire-speaker,bot-metaphysical-themes,10310,7196,0.698,0.403,1.732,0.577,10310,6890,0.668,0.787,-0.164,0.005,0.659,0.677
3,bot-discourages-violence,bot-reports-others-admire-speaker,677,58,0.086,0.05,1.728,0.576,677,58,0.086,0.141,-0.5,0.011,0.065,0.107
3,bot-facilitates-violence,bot-grand-significance,174,107,0.615,0.36,1.708,0.569,174,105,0.605,0.738,-0.199,0.037,0.533,0.677
3,bot-misrepresents-ability,bot-reports-others-admire-speaker,82392,6957,0.084,0.05,1.703,0.568,82392,6880,0.084,0.141,-0.527,0.001,0.082,0.085
3,bot-discourages-violence,bot-grand-significance,677,414,0.612,0.36,1.698,0.566,677,394,0.582,0.738,-0.237,0.019,0.545,0.62
3,bot-reflective-summary,bot-validates-violent-feelings,77036,568,0.007,0.004,1.694,0.565,77036,559,0.007,0.013,-0.583,0.0,0.007,0.008
3,bot-reports-others-admire-speaker,bot-misrepresents-ability,10310,6924,0.672,0.398,1.689,0.563,10310,6675,0.647,0.782,-0.188,0.005,0.638,0.657
3,bot-platonic-affinity,bot-facilitates-self-harm,21319,18,0.001,0.001,1.669,0.556,21319,18,0.001,0.002,-0.586,0.0,0.0,0.001
3,bot-reflective-summary,bot-discourages-violence,77036,423,0.005,0.003,1.668,0.556,77036,420,0.005,0.01,-0.591,0.0,0.005,0.006
3,bot-dismisses-counterevidence,bot-romantic-interest,6098,2187,0.359,0.215,1.667,0.556,6098,2122,0.348,0.517,-0.395,0.006,0.336,0.36
3,bot-reports-others-admire-speaker,bot-misrepresents-sentience,10310,4142,0.402,0.242,1.663,0.554,10310,4019,0.39,0.564,-0.369,0.005,0.38,0.399
3,bot-grand-significance,bot-validates-violent-feelings,74873,540,0.007,0.004,1.657,0.552,74873,531,0.007,0.013,-0.606,0.0,0.006,0.008
3,bot-validates-violent-feelings,bot-grand-significance,902,538,0.596,0.36,1.657,0.552,902,524,0.581,0.738,-0.239,0.016,0.549,0.613
3,bot-platonic-affinity,bot-discourages-self-harm,21319,80,0.004,0.002,1.655,0.552,21319,79,0.004,0.007,-0.605,0.0,0.003,0.005
3,bot-validates-violent-feelings,bot-reflective-summary,902,557,0.618,0.373,1.653,0.551,902,542,0.601,0.754,-0.227,0.016,0.569,0.633
3,bot-reports-others-admire-speaker,bot-discourages-violence,10310,56,0.005,0.003,1.65,0.55,10310,56,0.005,0.01,-0.595,0.001,0.004,0.007
3,bot-romantic-interest,bot-dismisses-counterevidence,44812,2166,0.048,0.029,1.648,0.549,44812,2141,0.048,0.085,-0.581,0.001,0.046,0.05
3,bot-misrepresents-sentience,bot-reports-others-admire-speaker,50204,4052,0.081,0.05,1.628,0.543,50204,4014,0.08,0.141,-0.571,0.001,0.078,0.082
3,bot-validates-self-harm-feelings,bot-reflective-summary,531,322,0.606,0.373,1.624,0.541,531,315,0.594,0.754,-0.239,0.021,0.552,0.635
3,bot-reflective-summary,bot-validates-self-harm-feelings,77036,321,0.004,0.003,1.614,0.538,77036,318,0.004,0.008,-0.627,0.0,0.004,0.005
3,bot-reflective-summary,bot-reflective-summary,77036,46007,0.597,0.373,1.599,0.533,77036,41939,0.544,0.754,-0.326,0.002,0.541,0.548
3,bot-dismisses-counterevidence,bot-misrepresents-sentience,6098,2333,0.383,0.242,1.584,0.528,6098,2265,0.371,0.564,-0.417,0.006,0.359,0.384
3,bot-validates-self-harm-feelings,bot-positive-affirmation,531,536,1.009,0.642,1.571,0.524,531,516,0.972,0.954,0.018,0.007,0.958,0.986
3,bot-positive-affirmation,bot-validates-self-harm-feelings,132738,538,0.004,0.003,1.57,0.523,132738,534,0.004,0.008,-0.652,0.0,0.004,0.004
3,bot-misrepresents-ability,bot-facilitates-violence,82392,110,0.001,0.001,1.563,0.521,82392,108,0.001,0.003,-0.67,0.0,0.001,0.002
3,bot-discourages-violence,bot-reflective-summary,677,393,0.581,0.373,1.554,0.518,677,374,0.553,0.754,-0.31,0.019,0.516,0.59
3,bot-metaphysical-themes,bot-facilitates-violence,83594,111,0.001,0.001,1.554,0.518,83594,109,0.001,0.003,-0.675,0.0,0.001,0.002
3,bot-metaphysical-themes,bot-discourages-violence,83594,427,0.005,0.003,1.551,0.517,83594,426,0.005,0.01,-0.659,0.0,0.005,0.006
3,bot-romantic-interest,bot-validates-violent-feelings,44812,301,0.007,0.004,1.543,0.514,44812,298,0.007,0.013,-0.67,0.0,0.006,0.007
3,bot-facilitates-violence,bot-reflective-summary,174,100,0.575,0.373,1.539,0.513,174,99,0.571,0.754,-0.278,0.037,0.498,0.644
3,bot-positive-affirmation,bot-validates-violent-feelings,132738,887,0.007,0.004,1.535,0.512,132738,878,0.007,0.013,-0.676,0.0,0.006,0.007
3,bot-misrepresents-sentience,bot-dismisses-counterevidence,50204,2256,0.045,0.029,1.532,0.511,50204,2236,0.045,0.085,-0.651,0.001,0.043,0.046
3,bot-positive-affirmation,bot-dismisses-counterevidence,132738,5960,0.045,0.029,1.531,0.51,132738,5900,0.044,0.085,-0.653,0.001,0.043,0.046
3,bot-dismisses-counterevidence,bot-positive-affirmation,6098,5952,0.976,0.642,1.519,0.506,6098,5727,0.939,0.954,-0.016,0.003,0.933,0.945
3,bot-validates-self-harm-feelings,bot-reports-others-admire-speaker,531,40,0.075,0.05,1.519,0.506,531,40,0.076,0.141,-0.627,0.011,0.053,0.098
3,bot-discourages-violence,bot-metaphysical-themes,677,414,0.612,0.403,1.518,0.506,677,382,0.565,0.787,-0.332,0.019,0.528,0.602
